F043	DISPLAY_CALL_NO	TITLE	URL_Voyager	NORMALIZED_CALL_NO
"  an-us---"	"LB1575.5.U5 K54 2014"	"Charlotte Huck's children's literature : a brief guide / Barbara Z. Kiefer, the Ohio State University, Cynthia A. Tyson, the Ohio State University ; with contributions by Bettie Parosns Barger ... [et al.]. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694651	"LB 15755           U 5   K 54   2014"
	"BS1515.53 .E9713 2013"	"Commentary on Isaiah / Eusebius of Caesarea ; translated with an introduction and notes by Jonathan J. Armstrong ; edited by Joel C. Elowsky. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694653	"BS 151553          E 9713   2013"
"  an-mx---"	"KGF335.C65 V45 2013"	"Cyber law in Mexico / Cristos Velasco San Marti¿¿n. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694654	"KGF  335            C 65   V 45   2013"
"  an-us-pa"	"BV4595 .D83 2013"	"Down in the chapel : religious life in an American prison / Joshua Dubler. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694655	"BV 4595            D 83   2013"
	"CC81 .H86 2013"	"Humans and the Environment : New Archaeological Perspectives for the Twenty-first Century / edited by Matthew I. J. Davies and Freda Nkirote M'Mbogori. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694658	"CC   81            H 86   2013"
	"PS3537.M335 O88 2006"	"Out of space and time / Clark Ashton Smith ; introduction to the Bison Books edition by Jeff VanderMeer. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694661	"PS 3537            M 335   O 88   2006"
	"B105.A35 R43 2013"	"Reasons and causes : causalism and anti-causalism in the philosophy of action / edited by Giuseppina D'Oro, Keele University, UK and Constantine Sandis, Oxford Brookes University, UK. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694663	"B  105            A 35   R 43   2013"
	"BT40 .T439 2013"	"Theopoetic folds : philosophizing multifariousness / edited by Roland Faber and Jeremy Fackenthal. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694666	"BT   40            T 439   2013"
"  ae-gr---"	"BS744 .L39 2013"	"When God spoke Greek : the Septuagint and the making of the Christian Bible / Timothy Michael Law. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694668	"BS  744            L 39   2013"
"  an-us-az"	"PS3511.I64 C5 2011"	"Circus of Dr. Lao / Charles G. Finney ; foreword by John Marco ; introduction to the new Bison Books edition by Michael Martone ; illustrated by Boris Artzybasheff. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694671	"PS 3511            I 64   C 5   2011"
	"PQ2469.E38 E513 2013"	"Magellania / Jules Verne ; translated by Benjamin Ivry ; introduction by Olivier Dumas. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694673	"PQ 2469            E 38   E 513   2013"
	"BF76.5 .P65 2014"	"Research methods for the behavioral sciences / Gregory J. Privitera, St. Bonaventure University. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694677	"BF   765           P 65   2014"
	"QD462.A1 P56 2012"	"Pioneers of quantum chemistry / E. Thomas Strom, editor, The University of Texas at Arlington, Arlington, Texas, Angela K. Wilson, editor, University of North Texas, Denton, Texas ; Division of History of Chemistry. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694680	"QD  462            A 1   P 56   2012"
	"TC409 .W36934 2013"	"Water resources systems analysis through case studies : data and models for decision making / edited by David W. Watkins, Jr., Ph. D. ; prepared by Task Committee on Environmental and Water Resources Systems Education ; sponsord by Environmental and Water"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694823	"TC  409            W 36934   2013"
		"Pluck! : the journal of Affrilachian arts & culture. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694827	
	"GC10.4.R4 H68 2013"	"Ocean sensing and monitoring : optics and other methods / Weilin Hou. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694829	"GC   104           R 4   H 68   2013"
	"TA1637 .K455 2013"	"Windowed fringe pattern analysis / Qian Kemao. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694832	"TA 1637            K 455   2013"
	"HM851 .T56 2013"	"Internet freedom & political space / Olesya Tkacheva, Lowell H. Schwartz, Martin C. Libicki, Julie E. Taylor, Jeffrey Martini, Caroline Baxter ; prepared for the U.S. Department of State. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694843	"HM  851            T 56   2013"
	"HD75.6 .S46 2013"	"Ecological limits and economic development : creating space / Ramprasad Sengupta. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694871	"HD   756           S 46   2013"
	"QH540.5 .P58 2012"	"Eye of the crocodile / Val Plumwood ; edited by Lorraine Shannon. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694874	"QH  5405           P 58   2012"
	"BP43.T8 C34 2013"	"From symbolic exile to physical exile : Turkey's Imam Hatip schools, the emergence of a conservative counter-elite, and its knowledge migration to Europe / Ismail Caglar. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694884	"BP   43            T 8   C 34   2013"
"  aew-----"	"JN94.A792 P772 2013"	"Art of lobbying the EU : more Machiavelli in Brussels / Rinus van Schendelen. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694891	"JN   94            A 792   P 772   2013"
"  ae-fr---"	"HM671 .M23 2012"	"Moments of mutuality : rearticulating social justice in France and the EU / Peter McCormick. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694893	"HM  671            M 23   2012"
"  af-ua---"	"DT72.C7 .T33 2013"	"Copts at the crossroads : the challenges of building inclusive democracy in contemporary Egypt / Mariz Tadros. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694896	"DT   72            C 7   T 33   2013"
	"NC997 .S27 2013"	"Art and print production / N.N. Sarkar. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694897	"NC  997            S 27   2013"
	"PJ7924.A75 T3713 2013"	"Earth weeps, Saturn laughs / Abdulaziz Al Farsi ; translated by Nancy Roberts. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694899	"PJ 7924            A 75   T 3713   2013"
	"N72.F45 P62 2013"	"Politics in a glass case : feminism, exhibition cultures and curatorial transgressions / edited and with an introduction by Angela Dimitrakaki and Lara Perry. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694903	"N   72            F 45   P 62   2013"
	"ND2590 .S33 2013"	"World atlas of street art and graffiti / Rafael Schacter ; foreword by John Fekner. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694906	"ND 2590            S 33   2013"
	"PN1992.4.G78 M67 2013"	"TV format mogul : Reg Grundy's transnational career / Albert Moran. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694942	"PN 19924           G 78   M 67   2013"
"  ae-uk---"	"PN1992.77.D6273 D62 2013"	"Doctor Who and race / edited by Lindy Orthia. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694943	"PN 199277          D 6273   D 62   2013"
	"PN1992.77.B84 B85 2013"	"Buffy the vampire slayer / edited by Jennifer K Stuller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694944	"PN 199277          B 84   B 85   2013"
	"PN1992.77.B84 B85 2013"	"Buffy the vampire slayer / edited by Jennifer K Stuller. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694944	"PN 199277          B 84   B 85   2013"
"  ae-uk---"	"PN1993.5.G7 H86 2013"	"British trash cinema / I.Q. Hunter. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694947	"PN 19935           G 7   H 86   2013"
	"PN1650.V55 N48 2013"	"Theatre & violence / Lucy Nevitt. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694949	"PN 1650            V 55   N 48   2013"
	"AZ195 .D55 2013"	"Digital humanities and the study of intermediality in in comparative cultural studies / edited by Steven To¿¿to¿¿sy de Zepetnek. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694951	"AZ  195            D 55   2013"
"  an-us-caae-it---"	"PN1993.5.I88 L34 2012"	"Hollywood's Italians : from periphery to prominenti / Salvatore J. LaGumina. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694960	"PN 19935           I 88   L 34   2012"
	"PS3554.I3 A6 2010"	"Collected stories of Philip K. Dick. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694961	"PS 3554            I 3   A 6   2010"
	"NC139.M29 A4 2013"	"Chris Martin : drawing suit / edited by Dan Nadel. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694964	"NC  139            M 29   A 4   2013"
	"ND2480 .M37 2013"	"Encaustic art / Jennifer Margell. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4694971	"ND 2480            M 37   2013"
"  an-us---"	"UC263 .G37 2013"	"Analyses of the Department of Defense acquisition workforce : update to methods and results through FY 2011 / Susan M. Gates, Elizabeth Roth, Sinduja Srinivasan, Lindsay Daugherty ; prepared for the Office of the Secretary of Defense. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695104	"UC  263            G 37   2013"
"  aa-tu---aa-ir---aaw-----"	"DR479.I7 L37 2013"	"Turkish-Iranian relations in a changing Middle East / F. Stephen Larrabee, Alireza Nader ; prepared for the National Intelligence Council. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695107	"DR  479            I 7   L 37   2013"
"  an-us---"	"UG1103 .M657 2013"	"Cost analysis of the U.S. Air Force overseas posture : informing strategic choices / Patrick Mills, Adan Grissom, Jennifer Kavanagh, Leila Mahnad, Stephen M. Worman ; prepared for the United States Air Force. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695108	"UG 1103            M 657   2013"
"  an-us---"	"ML3534.3 .R47 2010"	"Why be something that you're not : Detroit hardcore 1979-1985 / by Tony Rettman. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695123	"ML 35343           R 47   2010"
	"PE1408 .H26 2012b"	"Pocket style manual / Diana Hacker, Nancy Sommers ; contributing ESL specialist, Marcy Carbajal Van Horn. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695125	"PE 1408            H 26   2012 B"
	"PE1408 .H26 2012b"	"Pocket style manual / Diana Hacker, Nancy Sommers ; contributing ESL specialist, Marcy Carbajal Van Horn. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695125	"PE 1408            H 26   2012 B"
"  an-us---"	"JK468.I6 N46 2013"	"Workforce planning in the intelligence community : a retrospective / Charles Nemfakos, Bernard D. Rostker, Raymond E. Conley, Stephanie Young, William A. Williams, Jeffrey Engstrom, Barbara Bicksler, Sara Beth Elson, Joseph Jenkins, Lianne Kennedy-Boudali"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695135	"JK  468            I 6   N 46   2013"
	"QA433 .G75 2013"	"Introduction to tensor analysis and the calculus of moving surfaces / Pavel Grinfeld. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4695138	"QA  433            G 75   2013"
"  an-us-azan-us---"	"F811.B87 H47 2012"	"Alexander O. Brodie : frontiersman, Rough Rider, governor / Charles H. Herner. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696453	"F  811            B 87   H 47   2012"
"  aaw-----"	"DS62.4 .M36 2013"	"History of the Middle East / Peter Mansfield. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696454	"DS   624           M 36   2013"
"  aev-----aeb-----"	"UA646.7 .N697 2014"	"Northern security and global politics : Nordic-Baltic strategic influence in a post-unipolar world / edited by Ann-Sofie Dahl and Pauli Ja¿¿rvenpa¿¿a¿¿. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696455	"UA  6467           N 697   2014"
"  au-at-vi"	"DU220 .B49 2013"	"History of Victoria / Geoffrey Blainey. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696456	"DU  220            B 49   2013"
"  an-usn--"	"PS3575.A717 R43 2013"	"Realm of last chances / Steve Yarbrough. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696459	"PS 3575            A 717   R 43   2013"
"  amm-----"		"Flavours and delights : tastes and pleasures of ancient and Byzantine cuisine / texts by Andrew Dalby, Ilias Anagnostakis, Chryssi Bourbou, Johannes Koder, Maria Leontsini ; edited by Ilias Anagnostakis. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696462	
	"RM931.A65 B56 2013"	"Biotherapy : history, principles and practice : a practical guide to the diagnosis and treatment of disease using living organisms / Martin Grassberger [and four others], editors. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696463	"RM  931            A 65   B 56   2013"
	"PQ9261.P417 Z6662 2013"	"Fernando Pessoa's modernity without frontiers : influences, dialogues and responses / edited by Mariana Gray de Castro. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696465	"PQ 9261            P 417   Z 6662   2013"
"  an-mx---"	"JL1229.I6 S76 2012"	"Spies, politics, and power : el Departamento Confidencial en Me¿¿xico, 1922-1946 / Joseph A. Stout Jr. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696467	"JL 1229            I 6   S 76   2012"
	"PS3622.A4258 A6 2013"	"Melancholy of mechagirl : stories and poems / Catherynne M. Valente. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696469	"PS 3622            A 4258   A 6   2013"
"  aa-pk---"	"NA6010.72.L32 J35 2013"	"Memoirs of the Ba¿¿dsha¿¿hi¿¿ Mosque : notes on history and architecture based on archives, literature and archaic images / Talha Jalal ; foreword by Francis Robinson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696471	"NA 601072          L 32   J 35   2013"
"  an-us---"	"RC387.5 .M3697 2013"	"Defense and Veterans Brain Injury Center Care Coordination Program : assessment of program structure, activities, and implementation / Laurie T. Martin, Coreen Farris, Andrew M. Parker, Caroline Epley. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696477	"RC  3875           M 3697   2013"
"  aa-io---"	"TA654.6 .P25 2013"	"Padang, West Sumatra, Indonesia earthquake of 2009 : lifeline performance / prepared by Earthquake Investigation Committee of the Technical Council of Lifeline Earthquake Engineering, edited by Alex K. Tang, P.E., P. Eng., C. Eng., F. ASCE, sponsored by T"	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696483	"TA  6546           P 25   2013"
"  an-us---"	"TH891 .M454 2013"	"Wind loads : guide to the wind load provisions of ASCE 7-10 / Kishor C. Mehta, Ph. D., P.E., William L. Coulbourne, P.E. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696484	"TH  891            M 454   2013"
	"PR3069.S45 R47 2010"	"Repre¿¿sentations et identite¿¿s sexuelles dans le the¿¿a¿¿tre de Shakespeare : Mises en sce¿¿ne du genre, e¿¿critures de l'histoire / Sous la direction de Delphine Lemonnier-Texier. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696491	"PR 3069            S 45   R 47   2010"
		"Practice of research : how social scientists answer their questions / Shamus Khan, Columbia University; Dana R. Fisher, University of Maryland, College Park. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696566	
"  ae-fr---"	"LA691.5 .G55 2010"	"Educational philosophy in the French enlightenment : from nature to second nature / Natasha Gill. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4696607	"LA  6915           G 55   2010"
	"BF39 .F87 2014"	"Psychometrics : an introduction / R. Michael Furr, Wake Forest University, Verne R. Bacharach, Appalachian State University. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697136	"BF   39            F 87   2014"
	"QA326 .D375 1996"	"C*-algebras by example / Kenneth R. Davidson. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697137	"QA  326            D 375   1996"
	"QA252.3 .E43 2013"	"Gradings on simple Lie algebras / Alberto Elduque, Mikhail Kochetov. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697152	"QA  2523           E 43   2013"
"  an-us---"	"LC1099.3 .L557 2013"	"Culturally proficient school : an implementation guide for school leaders / Randall B. Lindsey, Laraine M. Roberts, Franklin CampbellJones. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697218	"LC 10993           L 557   2013"
	"B1649.R94 M57 2013"	"East and west : Allama Jafari on Bertrand Russell / Seyed Javad Miri. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697219	"B 1649            R 94   M 57   2013"
	"DR216 .F56 2013"	"Dracula's bloodline : a Florescu family saga / Radu R. Florescu and Matei Cazacu. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697221	"DR  216            F 56   2013"
	"DX211 .Q37 2013"	"No place to call home : inside the real lives of gypsies and travellers / Katharine Quarmby. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697222	"DX  211            Q 37   2013"
	"B828.2 .R44 2013"	"Reflections on naturalism / Jose¿¿ Ignacio Galparsoro and Alberto Cordero (eds). "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697224	"B  8282           R 44   2013"
	"B3279.H49 D4 2013"	"Weirdness of being : Heidegger's unheard answer to the Seinsfrage / Ivo De Gennaro. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697225	"B 3279            H 49   D 4   2013"
"  an-us---"	"LC148.2 .S87 2013"	"Survey of best practices in student retention, 2013 edition. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697229	"LC  1482           S 87   2013"
"  aa-ii---af-sa---an-us---"	"DS481.G3 H46 2013"	"M.K. Gandhi's first nonviolent campaign : a study of racism in South Africa and in the United States / George Hendrick and Willene Hendrick. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697231	"DS  481            G 3   H 46   2013"
"  af-rh---af-mz---af-sa---af-za---"	"DT2996 .I52 2013"	"In the shadow of a conflict : crisis in Zimbabwe and Its effects in Mozambique, South Africa and Zambia / edited by Bill Derman and Randi Kaarhus. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697234	"DT 2996            I 52   2013"
	"BQ1487 A67 2013"	"Illuminating the life of the Buddha : an illustrated chanting book from eighteenth-century Siam / Naomi Appleton, Sarah Shaw and Toshiya Unebe. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697237	"BQ 1487            A 67   2013"
"  anl-----"	"SH462 .D37 2013"	"Fly fishing the inland oceans : an angler's guide to finding and catching fish in the Great Lakes / Jerry Darkes. "	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4697282	"SH  462            D 37   2013"
