Title	Continent	ConName	Country	NationName	State	StateName	Lat	Long	Subject	SubSubject	URL
"Johannes Peter Ho¿¿lzinger : psychodynamische Raumstrukturen : ein Werkbuch = Psychodynamic spatial structures : a workbook / herausgegeben von Yorck Fo¿¿rster, Peter Cachola Schmal. "	e	Europe	gx	Germany	--		51	9	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625867
"Porzellan Manufaktur Nymphenburg / Fotografien von Frank Stolle ; [Herausgeberin: Elke Doppelbauer]. "	e	Europe	gx	Germany	--		51	9	N	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625871
"Catskill resorts : lost architecture of paradise / Ross Padluck. "	n	North America	us	United States	ny	New York	42.965	-76.0167	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4625874
"Life as we have known it / by co-operative working women ; edited by Margaret Llewelyn Davies ; with an introductory letter by Virginia Woolf. "	e	Europe	uk	Great Britain	--		54	-2	H	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640905
"Maternity : letters from working-women / collected by the Women's Co-operative Guild ; edited and introduced by Margaret Llewelyn Davies ; [new introduction by] Linda Gordon. "	e	Europe	uk	Great Britain	--		54	-2	H	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640908
"Bound to read : compilations, collections, and the making of Renaissance literature / Jeffrey Todd Knight. "	e	Europe	uk	Great Britain	--		54	-2	Z	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640942
"Sunshine patriots : the 1798 rebellion in Antrim & Down / R.M. Sibbett. "	e	Europe	ie	Ireland	--		53	-8	D	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4640994
"Hot six / Janet Evanovich. "	n	North America	us	United States	nj	New Jersey	40.07	-74.5583	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4641017
"Understanding confusion in Africa : the politics of multiculturalism and nation-building in Cameroon / Peter Ateh-Afac Fossungu. "	f	Africa	cm	Cameroon	--		6	12	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4646077
"Integrated infrastructure for sustainable improvement of movement and safety in urban road corridors : the case of Dar es Salaam, Tanzania = Een gei¿¿ntegreerde infrastructuur vor duuzame verbetering van mobiliteit en veiligheid op stedelijke verbindingsw"	f	Africa	tz	Tanzania	--		-6	35	H	E	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4648032
"Domestic tourism in Asia and the Pacific. "	a	Asia	--		--		43.6728	87.3253	G	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4650637
"Tango : sex and rhythm of the city / Mike Gonzalez and Marianella Yanes. "	s	South America	ag	Argentina	--	 	-34	-64	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4651463
"Doctoral journey in dance education and drama education : reflections on doctoral studies by Australian and New Zealand educators / edited by David Forrest. "	u	Australasia	at	Australia	--		-27	133	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4652254
"Invitation to a mathematical festival / Ivan Yashchenko ; translated by Anna Fedorova ; translation edited by Tatiana Shubin and Silvio Levy. "	e	Europe	ru	Russia	--		60	100	Q	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670387
"Neither victor nor vanquished : America in the War of 1812 / William Weber. "	n	North America	us	United States	--		38	-97	E	3	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670389
"Leading the way : the story of Ed Feulner and the Heritage Foundation / Lee Edwards. "	n	North America	us	United States	--		38	-97	J	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670396
"To America with love / A.A. Gill. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670398
"Manor : three centuries at a slave plantation on Long Island / Mac Griswold. "	n	North America	us	United States	ny	New York	42.965	-76.0167	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670400
"Foundations of American education : becoming effective teachers in challenging times / James A. Johnson, Northern Illinois University, Diann Musial, Distinguished Teaching Professor Emerita, Northern Illinois University Field Coordinator for Education, Gr"	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670408
"Service-learning : engineering in your community / Marybeth Lima, Louisiana State University, William C. Oakes, Purdue University ; contributors, David Bowles, Craig Just, Juan Lucena, Brooke Morris, Tracy Ettel Morris, Kimberly Vanmeter. "	n	North America	us	United States	--		38	-97	T	6	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670410
"Tre occasioni machiavelliane / Filippo Grazzini. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670419
"Trinita¿¿ e comunione in Dante / Antonio Rossini. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670420
"Congo / Thomas Turner. "	f	Africa	cg	Democratic Republic of Congo	--		0	25	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670489
"Puerto Ricans : a documentary history / edited by Kal Wagenheim and Olga Jime¿¿nez de Wagenheim. "	n	North America	pr		--		48.1667	-100.1667	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670490
"Francophonies du sud. "	f	Africa	--		--		2.378	16.063	P	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670707
"Concrete mushrooms : reusing Albania's 750,000 abandoned bunkers = ripe¿¿rdorimi i 750,000 bunkere¿¿ve shqiptar / Elian Stefa & Gyler Mydyti, with/me Niku Alex Muc¿¿aj ... [et al.]. "	e	Europe	--		--		48.7333	18.9333	U	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670711
"Abram Games : design / Naomi Games & Brian Webb. "	e	Europe	uk	Great Britain	--		54	-2	N	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670716
"John Piper : design / Brian Webb & Peyton Skipwith. "	e	Europe	uk	Great Britain	en		54	-2	N	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4670717
"Concise history of the Haitian revolution / Jeremy D. Popkin. "	n	North America	ht		--		48.1667	-100.1667	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671106
"Iran's nuclear diplomacy : power politics and conflict resolution / Bernd Kaussler. "	a	Asia	ir	Iran	--		32	53	U	2	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671162
"Male Empire Under the Female Gaze : The British Raj and the Memsahib / edited by Susmita Roye and Rajeshwar Mittapalli. "	a	Asia	ii	India	--		20	77	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671163
"Mistaking Africa : curiosities and inventions of the American mind / Curtis Keim. "	f	Africa	--		--		2.378	16.063	D	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671164
"Obscenity rules : Roth v. United States and the long struggle over sexual expression / Whitney Strub. "	n	North America	us	United States	--		38	-97	K	F	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671165
"People want : a radical exploration of the Arab uprising / Gilbert Achcar ; translated from the French by G. M. Goshgarian. "	m	North America	--	United States	--		38	-97	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671166
"Place and occasion : Montgomery Sisam Architects / ...supporting texts by David Sisam, Beth Kapusta, Bruce Kuwabara, Ken Greenberg and Nick Drake. "	n	North America	cn	Canada	--		60	-95	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671167
"Routledge handbook of European criminology / edited by Sophie Body-Gendrot, Mike Hough, Klara Kerezsi, Rene Levy and Sonja Snacken. "	e	Europe	--		--		48.7333	18.9333	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671173
"Australian school of international relations / James Cotton. "	u	Australasia	at	Australia	--		-27	133	J	Z	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671175
"Black ethnics : race, immigration, and the pursuit of the American dream / Christina M. Greer. "	n	North America	us	United States	--		38	-97	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671177
"Campaigns and elections American style / edited by James A. Thurber and Candice J. Nelson, American University. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671178
"Constructing democratic governance in Latin America / edited by Jorge I. Domi¿¿nguez and Michael Shifter. "	c	North America	--	United States	--		38	-97	J	L	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671180
"Construction of femininity in a postcolonial state : girls' education in Singapore / Kho Ee Moi. "	a	Asia	si	Singapore	--		1.3666	103.8	L	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671181
"Democratic uprisings in the new Middle East : youth, technology, human rights, and US foreign policy / Mahmood Monshipouri. "	m	Asia	--	Singapore	--		1.3666	103.8	J	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671182
"High school graduation : K-12 strategies that work / Avis Glaze, Ruth Mattingly, Rob Andrews ; foreword by Ben Levin. "	n	North America	cn	Canada	on		60	-95	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671186
"Postfeminism and contemporary Hollywood cinema / edited by Joel Gwynne, National Institute of Education, NTU, Singapore, Nadine Muller, Liverpool John Moores University, UK. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671192
"Renminbi rises : myths, hypes and realities of RMB internationalisation and reforms in the post-crisis world / Chi Lo. "	a	Asia	cc	China	--		35	105	H	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671195
"Science for the next generation : preparing for the new standards / William Banko, Marshall L. Grant, Michael E. Jabot, Alan J. McCormack, Thomas O'Brien. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671197
"Glass ocean / Lori Baker. "	e	Europe	uk	Great Britain	en		54	-2	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671204
"Hot spotter's report : military fables of toxic waste / Shiloh R. Krupar. "	n	North America	us	United States	--		38	-97	T	D	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671206
"Japanese animation : East Asian perspectives / edited by Masao Yokota and Tze-yue G. Hu. "	a	Asia	ja	Japan	--		36	138	N	C	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671208
"Longest romance : the mainstream media and Fidel Castro / Humberto Fontova. "	n	North America	cu		--		48.1667	-100.1667	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671210
"Pastoralism in Africa : past, present, and futures / edited by Michael Bollig, Michael Schnegg and Hans-Peter Wotzka. "	f	Africa	--		--		2.378	16.063	G	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671214
"Preparing your campus for veterans' success : an integrated approach to facilitating the transition and persistence of our military students / Bruce C. Kelley, Justin M. Smith, and Ernetta L. Fox ; with special contributor Holly Wheeler. "	n	North America	us	United States	--		38	-97	U	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671216
"Representation : elections and beyond / edited by Jack H. Nagel and Rogers M. Smith. "	n	North America	us	United States	--		38	-97	J	K	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671217
"& sons : a novel / David Gilbert. "	n	North America	us	United States	ny	New York	42.965	-76.0167	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671218
"Art of wealth : the Huntingtons in the Gilded Age / Shelley M. Bennett. "	n	North America	us	United States	--		38	-97	N	5	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671221
"Financing the family : remittances to Central America in a time of crisis / Gabriela Inchauste and Ernesto Stein, editors. "	n	North America	--		--		48.1667	-100.1667	H	G	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671226
"Islanded : Britain, Sri Lanka, and the bounds of an Indian Ocean colony / Sujit Sivasundaram. "	a	Asia	ce	Sri Lanka	--		7	81	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671229
"American journalism and international relations : foreign correspondence from the early republic to the digital era / Giovanna Dell'Orto, University of Minnesota. "	n	North America	us	United States	--		38	-97	P	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671238
"Arkansas : a narrative history / Jeannie M. Whayne, Thomas A. DeBlack, George Sabo III, Morris S. Arnold ; with a foreword to the first edition by Willard B. Gatewood, and a foreword to the second edition by Ben Johnson. "	n	North America	us	United States	ar	Arkansas	34.815	-92.3017	F	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671239
"Living exhibition : the Smithsonian and the transformation of the universal museum / William S. Walker. "	n	North America	us	United States	dc	Washington D.C.	39.1667	-76.85	Q	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671252
"Sandals of the Basketmaker and Pueblo peoples : fabric structure and color symmetry / Lynn Shuler Teague and Dorothy K. Washburn. "	n	North America	us	United States	--		38	-97	E	9	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671260
"End of the suburbs : where the American dream is moving / Leigh Gallagher. "	n	North America	us	United States	--		38	-97	H	T	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671269
"Family in Buddhism / edited by Liz Wilson. "	a	Asia	--		--		43.6728	87.3253	H	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671270
"Frederick Douglass : a life in documents / edited by L. Diane Barnes. "	n	North America	us	United States	--		38	-97	E	4	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671271
"History of the Greater Boston Track Club / Paul C. Clerici. "	n	North America	us	United States	ma	Massachusetts	42.34	-72.0317	G	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671272
"Marker to measure drift / Alexander Maksik. "	e	Europe	gr	Greece	--		39	22	P	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671276
"Negro in Illinois : the WPA papers / edited by Brian Dolinar. "	n	North America	us	United States	il	Illinois	40.0133	-89.3067	E	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671277
"Pakistan the garrison state : origins, evolution, consequences, 1947-2011 / Ishtiaq Ahmed. "	a	Asia	pk	Philippines	--		30	70	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671278
"Pedestrian modern : shopping and American architecture, 1925-1956 / David Smiley. "	n	North America	us	United States	--		38	-97	N	A	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671280
"Rhetoric of violence and sacrifice in fascist Italy : Mussolini, Gadda, Vittorini / Chiara Ferrari. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671284
"State of college access and completion : improving college success for students from underrepresented groups / edited by Laura W. Perna and Anthony P. Jones. "	n	North America	us	United States	--		38	-97	L	B	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671288
"These few precious days : the final year of Jack with Jackie / Christopher Andersen. "	n	North America	us	United States	--		38	-97	E	8	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671296
"Tokyo vernacular : common spaces, local histories, found objects / Jordan Sand. "	a	Asia	ja	Japan	--		36	138	D	S	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671298
"Fire Island Pines : polaroids, 1975-1983 / Tom Bianchi. "	n	North America	us	United States	ny	New York	42.965	-76.0167	T	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671299
"Top down : the Ford Foundation, black power, and the reinvention of racial liberalism / Karen Ferguson. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671300
"World beyond Europe in the romance epics of Boiardo and Ariosto / Jo Ann Cavallo. "	e	Europe	it	Italy	--		42.8333	12.8333	P	Q	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671308
"Shooting snakes / Maren Bodenstein. "	f	Africa	sa	South Africa	--		-29	24	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671311
"To the end of June : the intimate life of American foster care / Cris Beam. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671314
"Whose rights? : counterterrorism and the dark side of American public opinion / Clem Brooks and Jeff Manza. "	n	North America	us	United States	--		38	-97	H	V	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671317
"Literary invention of Margaret Cavendish / Lara Dodds. "	e	Europe	uk	Great Britain	en		54	-2	P	R	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671327
"Great Texas wind rush : how George Bush, Ann Richards, and a bunch of tinkerers helped the oil and gas state win the race to wind power / by Kate Galbraith and Asher Price. "	n	North America	us	United States	tx	Texas	31.2433	-99.4583	T	J	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671337
"Maya ideologies of the sacred : the transfiguration of space in colonial Yucatan / Amara Solari. "	n	North America	mx	Mexico	--		23	-102	F	1	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671344
"Moral crusades in an age of mistrust : the Jimmy Savile scandal / Frank Furedi, University of Kent, UK. "	e	Europe	uk	Great Britain	--		54	-2	H	N	https://libcat.tamu.edu/vwebv/fullHoldingsInfo?bibId=4671345
